audio_id,transcription,detected_language
../data/audios\6847601230269648134,"Alright, we gotta talk about this fucking bullshit argument. The Obama administration had a policy that detained families for 72 hours tops. The Trump administration implemented policies that led to the separation of thousands of children from their parents. Now, I am not saying I am a fan of the Obama administration's immigration policies, I'm just saying those two are not comparable, alright? And unlike you brainwashed cinnamon Nazis, I can admit that the guy I voted for didn't always do everything right. Fact is, two years ago, Cinnamon Hitler implemented policies detaining children, including babies and toddlers, separating them from their parents, having other children tend to them, and then losing the records of those parents, alright? And now those children are coming out with a report saying they have been abused and molested, alright? And I want to ask you a fucking question. Where the fuck do you think those kids are being kept? Sure as hell ain't Motel fucking 6. Do yourself a favor, stop sucking Tucker Carlson's tit, and do your own research. And by the way, this video didn't even cover the fact that a bunch of those fucking kids have gone fucking missing.",en
../data/audios\6847894014482484485,"As you might know, there's a boycott of Goya Foods, a Hispanic staple foods based company because the CEO of the company recently said the US is blessed to have Trump as president. I have a question for the CEO. You believe in cage-free brown eggs, but not cage-free brown children? That is disgusting.",en
../data/audios\6847950024324812037,"Miss Jane, what are you doing here at the courthouse? Hey, Vigene, hey girl. Oh, you know, my cousin Jimmy just beat up this gay man in public and then pointed his gun at him. I thought I'd go watch the trial, be moral support. This country has gotten so soft. Miss Jane, what the fuck? That is a hate crime. Well, now you're just starting to sound like the prosecutor from the Department of Justice. Anyways, what are you doing here? Well, since you asked, I'm here to finalize my divorce with Bobby. I'm back to being Eva-Jane Marisue Carter now. Well, bless your heart. How are you gonna survive? Miss Jane, I have something I've been meaning to tell you. There's a reason I can't make bridge games on Wednesdays at the country club. I have a job. It's an advocacy group for LGBTQ kids. The devil's work! No, Miss Jane, the devil's work is you making that nasty-ass casserole every Sunday for the church potluck.",en
../data/audios\6847972234452110597,"Here's how protected the President of the United States is. First off, the president's suit is made out of secret bullet resistant fibers. The secret service agents traveling with the president always carry a device that kills all signals in order to prevent any bombs. Next up, the presidential limo can resist a direct hit from an RPG. And the only window that rolls down in this entire vehicle is the driver's window. Inside the limo, there are several shotguns and rifles that can be used for protection. And in preparation of the worst case scenarios, bottles of the president's blood is kept in the limo at all times.",en
../data/audios\6847975237762452742,Look at these Europeans telling the indigenous people to go home when they came here. They illegally invaded our lands and now they're telling us.,en
../data/audios\6848038371793620230,"Let me show y'all how stupid some Trump supporters are. And his comeback was, thought Mexicans would have better hairlines. So I said, you have no comeback, go back to Europe. And he said, the fuck, I was born in America, bud, dumbass. So I said, white folks originated from Europe. Like I said, learn your history. He responded with, be careful bro, I can tell the government you live here illegally and you is well deported. For all you stupid Trump supporters, learn your history. Like for part two, cause there's more.",en
../data/audios\6848280346514001158,"So I just have one question. If me voting for Trump makes me a racist, white supremacist, bigot, sexist, whatever you want to call me, does you voting for Biden make you a pedophile? I'll wait.",en
../data/audios\6848350735369866502,Kages kids and pro-post quits and everybody knows this but Mitch and Ted and Fox and friends all pretend not to notice,en
../data/audios\6848439686940151045,"I heard an interesting thing the other day. The reason that fascism is so quick to call protest violence is because fascism thrives on violence. Fascism thrives on simplicity. And violence is simplistic? Let me say that again. Fascism thrives on simplicity. Fascism offers to its populace a simple solution, which is violence, suppression, and making the narrative of people who don't match your narrative go away. And people like that, especially in America, where we have been bred for generations to have simplistic dialogue. We are made fun of the world over for our inability to talk about politics, religion, culture, anything with any sort of depth and nuance.",en
../data/audios\6848453482895133958,"Trump wears a mask in public for first time during this pandemic. Fake news bro, that wasn't a mask. That was a pair of panties for his neck pussy.",en
../data/audios\6848725606180326662,You guys my dad literally just got punched in the face for being a Trump supporter like that was it just for being a Trump supporter And I do it again,en
../data/audios\6848776038743379206,That's clown shit.,en
../data/audios\6848849694379052293,"A we got the accent challenge. Shout out to my daddy, Pumas 10. Bink. A number one, we got B. Number two, we got E. Number three, we got E. Number four, we got B. Number five, we got M. Number six, we got T.",en
../data/audios\6848967552689851654,"A lot of this stuff they sell in Trump Tower doesn't give an accurate representation of who Donald Trump really is. So we made some products that we think accurately depict his character. First one we have defines what a waddle is. A lot of people don't know that Donald Trump has one. Here's a postcard of the First Lady. Vladimir Putin postcard, 45th President of the United States. Here we have the Trump brand KKK hood. And we're gonna go put them in the gift shop. This building's a little shittier than I thought it would be. Yeah, you can tell by all the shitty stuff everywhere. These are cool. Yeah, they are. I think our work here is done. People who go shopping in the gift shop will know who he really is. You're welcome, Trump.",en
../data/audios\6849117129359281414,This one's from mommy. This one's from aunt Mayan. This one's from Donald Trump.,en
../data/audios\6849117788452179206,"I have an idea but you have to keep it a secret. So you know how everybody is leaving Trump's app one review on the App Store? The problem with that is now there are Trump supporters who are leaving really positive reviews and trying to like counteract everything that we're doing. So here's what I need you to do. Make a fake Twitter account as like a super Trump supporter person, one that like looks legit that they'll trust. Some people are leaving reviews on the app calling it malware. Spyware specifically saying that it infects your phone to let the government spy on you. Take screenshots of those reviews and post them saying, guys I heard that liberals have hacked the app to use it to spy on us. We have to go in the App Store and give it a one-star review so the liberals don't win. They're trying to get us to download it for their agenda. And then retweet that so we can have the conservatives helping us get it taken down. I don't know y'all, come on Gen Z. I feel like we can do this.",en
../data/audios\6849186688887966981,"If a conservative ever asks you to name a country where socialism has worked, ask them who in the U.S. would they define as socialist. They'll probably say someone like Bernie Sanders or AOC. If they do, you can point to Scandinavia as successful countries that have implemented socialism. Those are the exact policies that Bernie and AOC advocate for.",en
../data/audios\6849219833737891077,"thing I never want to have to do again? Vote for the lesser of two evils. But every time an election rolls around, we end up with the same two choices, over and over and over again. Instead of positive issue-focused campaigns that encourage us to vote for the person we like the most, we get mudslinging, outrageous lies, fear-mongering, and campaigns that make half the country hate the other. How is it that in a country with so many different people and ideas, we keep getting stuck with the same two options? The way we vote only ever gives you two choices who have any real chance of winning. It's literally built into the system. Surface, the American system makes a lot of sense. Every citizen gets one vote, and the candidate with the most votes wins. But it also creates a huge flaw called the spoiler effect. Here's how it works. Let's take the entire electorate and boil it down to 100 voters. And let's put everyone in order of their political",en
../data/audios\6849220902119279877,"Powerful human on the planet? Come on. Repeat this pattern over and over, and you can quickly see how we get a race to the bottom. Here's the good news. There's a small tweak we could make that lets you vote for whichever candidate you want without having to worry about the spoiler effect. It's called ranked choice voting, and here's how it works. Instead of choosing just one candidate, you rank candidates in order of preference. If your first choice is mathematically eliminated, your vote automatically goes to your backup. Let's look at how this would work using the example of the... Uhhhh... 2016 presidential election. Say you're a conservative who wants to vote for Gary Johnson. In our current system, you probably felt pressure to vote for Trump because you didn't want to split the conservative vote and elect Hillary. But with ranked choice voting, you just put Johnson first, and Trump is your backup. If Johnson doesn't win, your vote is automatically transferred to Trump. Or, say you're...",en
../data/audios\6849352790624537861,"Oh, throw them the hell out of here. Am I allowed to rip that whistle out of the mouth and rip that? Go home to mommy. I love the old days. You know what they used to do to guys like that when they were in a place like this? They'd be carried out on a stretcher, folks. Let me, let me, let me, you guys don't need to go. Let me finish. I respect the passion of these young people. Ladies, I've listened to you. I heard you. I heard you. I heard you. Nobody's removing you. I've heard you, but you've got to listen to me, too.",en
../data/audios\6849453727464656134,"There's a hidden reason the coronavirus is so bad in the U.S. you never knew until now. If you've seen the news, you probably know coronavirus cases are skyrocketing across the country. Seems like these are some of the reasons why this is happening. Beaches are filled with people and apparently these partiers had no idea there was a pandemic going on. But in Japan, there's only three times less people, but 150 times less coronavirus cases. This difference all comes down to two key reasons. First of all, Donald Trump didn't really take the coronavirus seriously until the past few weeks. Even when he was told to, Trump didn't wear a mask and that led a bunch of his followers to not wear them either, which caused a bunch of Trump supporters to get infected at his rally in Tulsa. Meanwhile in Japan, they clearly laid out from the beginning how to stay safe and people listen because they have a culture of respect and trust the government. This obedience comes from as early as their schooling where they thank their teacher after every class and even serve their classmates lunch. But in the U.S., we teach children the American dream, which tells people to not conform to society and build their own path. This has led huge companies to be created in the U.S. and it's not always bad, but right now it is. And people won't listen to the experts because they think they're all evil. For the rest of the story, watch my YouTube.",en
../data/audios\6849490916781083910,"I don't know why the fuck he walked away like he did some shit bitch you didn't do shit The fact that you're depressed ass old white motherfucking orange blob self can't even sit down once once motherfucking Fucking day and say black lives matter once bitch I have never once heard you say one like fucking nice thing about fucking diverse people Like what the actual fuck is wrong with you the fucking president of the motherfucking United States How the fuck did someone fucking support you? I don't fucking know cuz they got something wrong with their mentality, but your bitch ass need to go I'm tired of you. I'm tired of you. I'm tired of you We can't have a motherfucking president that only likes one motherfucking race Are you fucking joking like why I don't understand I need to go",en
../data/audios\6849745588603325701,"Notice the last couple years you keep seeing people doing this symbol, like white nationalists and alt-right boogaloo boy type of people? Well, it's because it makes a W and a P for white pride. But I got news for you boys, it's also sign language for asshole.",en
../data/audios\6849790852676603141,This is Donald Trump's response to somebody asking him what day it is. They could be Wednesday. I love Wednesday.,en
../data/audios\6849805238132624646,"I just wanna feel something, I just wanna feel I just wanna feel something, I just wanna feel Something",en
../data/audios\6849815661108038917,"Have you guys noticed Donald Trump responds like the kid who wasn't paying attention in class? Uh, you there, Donald, does the line have a positive or a negative slope? Quite frankly, it's a very good slope. It looks like one of the best slopes and believe me, I know a lot of slopes. I know a lot about slopes. They call me a slope expert. Quite frankly, by the looks of it, it looks positively negative. It looks like it's going down. And believe me, I know a lot about downward slopes. I'm a big skier. I always go skiing in the French Alps. And by the way, it's a very unfair question. It's a very nasty question.",en
../data/audios\6849885183865261318,"Trust me, I'm like a smart person. I'm the super genius of all time. Donald Trump loves to brag about how smart and mentally fit he is. President Trump revealing that he took a cognitive test. I aced the test. Doctors, that's an unbelievable thing. Rarely does anybody do what you just did. The truth? Don is dumb. I had a mask on, I sort of like the way I look. Looked like the Lone Ranger. Former Defense Secretary Jim Mattis claims Donald Trump has the understanding of a fifth or sixth grader. Former White House Chief of Staff John Kelly called Trump an idiot. And Rex Tillerson? You still have it denied that you called him a moron. As president, he's failed at every subject. His handle on history? 1775. Our army ran the ramparts. It took over the airports. What about English? I had the best words. Stockbrocker. Stinks and we're bipartisan solutions. I tested positively toward negative. His grasp on geographies no better. We're building a wall in Colorado.",en
../data/audios\6850169176867360006,"Just did a good thing. I don't regret this thing at all. And you're wondering what it is. I'll tell you what I did, I did a good thing.",en
../data/audios\6850174743971237125,"Why are African Americans still dying at the hands of law enforcement in this country? And so are white people. So are white people. What a terrible question to ask. So are white people. More white people, by the way. More white people. Okay, okay. Setting aside the fact that black people are disproportionately stopped, arrested, and killed by the police, what is Trump's argument here? Because this reporter was like, cops are killing a lot of black people, and Trump's response was... No, you idiot. They're killing everybody. These cops are lunatics. Blacks, whites, browns. All lives don't matter. I mean, it actually almost sounds like Trump is one step away from defunding the police because of how they treat white people. And you know what? I don't agree with his logic, but if it gets us to meaningful police reform, I'll take it. I call it Defund++.",en
../data/audios\6850201972453215493,"Quick little PSA to all you anti-maskers out there who refuse to do your part, cuz... Freedom! See this passport? It used to get me into 180 countries. Now, it gets me into 30. So guess what I lost? Freedom! The Czech Republic man did a mask in early March. They crushed the virus and now they don't even need masks. Plus, their restaurants and bars are now safely open too. There's a word for that. Freedom! And if we can't get a handle on the virus, parents won't have the... Freedom! To go back to work because their kids won't have the... Freedom! To go back to school safely. Freedom my ass. Wear a mask.",en
../data/audios\6850222003450842373,"I'm feeling better than ever. Are you alright? Yes, I'm alright. Are you racist? Am I what? What are you thinking of these people now? Why? Why are you staying here? She said, are you racist? Am I racist? Yeah. No, I'm not a racist. Why do you ask that? Well, why is it that people who stand up for America and who want to protect our own borders, why are we always trying to be backed up with the racist thing? I'm standing here with a black man. If I was a racist, this is my brother right here. If I'm standing with him, how can I be a racist? Are you a racist? No. So why would you ask him if he's a racist? Well, let me see. Why would you ask that question? Why are you standing here? You're asking him because he's white and you want to get away with this racist remark. Are you a racist? No, I'm not. So why is it that he's a racist because he's standing up for the country? Do you like the Latin people? Do you like them?",en
../data/audios\6850274898116431110,"The toothpaste fat cats have tricked us into thinking that the mint flavor means clean and fresh. Every time you brush your teeth, you rub the mint flavor all over them, strengthening the connection between mint and clean. And then the same company sells you gum, so you think that your teeth are clean and fresh, but actually it's just the mint flavor. And then other people smell your breath and it smells like mint, and then they think that your breath is clean and fresh, because they're brainwashed too. So I guess the system works. Mint.",en
../data/audios\6850556611950284038,"I love how it's all women support women up until I decide to have a different opinion. And then y'all try and justify it by saying it's not a difference of opinions, you lack empathy for basic human rights. To that I say, I believe all races should be treated equally. I support the LGBTQ and I support legal immigration. And before y'all try and say you can't be illegal on stolen land, well, let me educate you real quick. Everywhere green on this map, you're colonized, aka, STOL. So next! Y'all are nothing but a bunch of hypocrites. You preach love, you preach acceptance, you preach equality, you preach lifting other women up. But you have absolutely nothing but hate in your heart to give. And it really shows in my comment section.",en
../data/audios\6850596684108451077,"Oh yeah, it's here, it's here, it's here, it's here, it's here. Comprehensive guide on reasons to vote for Democrats. Michael J. Knowles. Amazon bestseller. Donald Trump even rated it a great book for your reading enjoyment. This is serious. I feel like I've learned so much. Wow. Definitely worth ten dollars.",en
../data/audios\6850753350045093126,"Are you voting for Trump? Yeah white suppresses how how can you say that? How can I say if you vote for Donald Trump? You're a white supposed how how because you support that man in office That's not an argument. I'm gonna need proof that that makes me a way so you're gonna have to break down the argument That's not my job to say that you just accused me of being a way so you should be able to back that up Are you voting for Donald Trump? I sure am. That's my proof It speaks for itself. Are you voting for Joe Biden? Yes, I am then you're a pedophile No, yes, you are a pedophile. You're a pedophile. How like this sniff kids Are you talking about exactly what the you talking about dude? Yeah",en
../data/audios\6850824055688318214,"The Black Lives Matter movement has people believing that more black people are killed every day than white people. That black people are being killed ruthlessly by police officers. But they don't have the facts to actually back it up. Black people only make up 13% of the entire population of the United States. But they accumulate 52% of the crime. That means that if a police officer is going to have an interaction with a criminal, it is more than likely going to be a black person. But if that's the case, then why are more white people dying to police officers than black people? So the Black Lives Matter movement has no reasoning, has no logic to be a movement at all. Statistically speaking, there is more merit, there is more reasoning for there to be a White Lives Matter movement than a Black Lives Matter movement.",en
../data/audios\6851030527365958918,"For Donald Trump there is that time he cut off health insurance to his baby boy nephew with a severe seizure disorder as a hardball legal tactic against his relatives so he could get his share of their money. What a piece of shit! I cannot tell a lie, says George Washington about the cherry tree, I can't help that, says Donald Trump about denying life-saving care to a baby so he can inherit his relative share of his dad's money in addition to the millions of dollars he was already getting from his dad's estate. What a greedy, heartless bastard!",en
../data/audios\6851033985502498054,"Yo Chris, I'm empty. Grab the other bottle, bro. I got you, cuz. Hey, you guys, I've been really thinking about it, dude. I don't think Hillary Clinton's all that bad. She's like Trump 2020? That's better.",en
../data/audios\6851331909780311302,Just start right up.,en
../data/audios\6851378899742395653,"I just need one thing answered from everybody. Politics aside, you don't like Trump? Fuck him, put him to the side. We're not talking about that. This fucking guy behind me, old corn pop from let me touch his shoulders university, this guy, you're not gonna vote for this fucking guy, right? Cause this can't happen. This guy has no idea where he is. Hey, I'm running for Senate in the United States. Motherfucker, you give this guy the nuclear football and we're gonna have a whole new box of things to talk about with Dr. Finkelstein. This guy is fucking nuts. They call him crazy Uncle Joe. Yeah, and I used to like the way they rub my legs in the sun. I learned about cockroaches. I learned about, what the fuck is this guy talking about? If they put him on stage with Trump, it's over. This fucking guy, I can't believe it's elder abuse. No one has stepped in. His whole family is just gonna let this guy ride it into the wall, huh? Old corn pop back there, that guy, huh? Why don't we let me touch your ear?",en
../data/audios\6851653386853453062,"Yesterday, Donald Trump bragged on Fox that he had aced a very difficult cognitive test and that it proves that he's not in mental decline. Because, yes, the first few questions are easy, but I'll bet you couldn't even answer the last five questions. This is a copy of the kind of test that he took. In part one, he had to connect the dots, draw a cube and a clock. Bravo, little Donnie. You just graduated second grade. Trump says that the rest of the questions are much, much harder. Really harder? One of the last questions asks him to count backwards from 100 by 7, 93, 86, 79. Or he has to tap his hand when he hears a certain letter. Look, let's say that Trump aced this test. Bravo! You couldn't answer. You're cognitively this far ahead of that chimp who knows sign language. But when he gets scared, throws his poop.",en
../data/audios\6851763635027528965,"So there's nothing Barack Obama could do to prove that he was born here? Uh, if there was maybe witnesses that were attendants at his birth. Like his mother? Do you listen to his mother? No. No. She has the motivation to lie. So you don't trust Donald Trump's birth certificate either? Uh, yeah. Because he's been here forever. Well, how do you know? What's your proof? Um, well, his parents and- No, but they're biased. I'm talking about people who could be in the room. Why would they be biased? Well, like, I'm just using your logic against you. Okay. And what's your source? Um, just Facebook or Twitter. I mean, everything. And I- So you'll look at like facts and bullsh- and you'll put it all together? Exactly.",en
../data/audios\6852257948014628102,Watch this y'all. It's my hidden talent. Oh you want me to do it again?,en
../data/audios\6852411029398260997,"Guys, everyone's telling me I'm pronouncing this word wrong. This one right here. So I'm gonna make you a deal. If I get this word right, you share this. Ahem. White supremacist. Did I get it right? Huh?",en
../data/audios\6852497027629092102,"Leave, then leave, get that bread, get that head, then leave, then leave, bitch then leave, get that bread, get that head, then leave Look, it's another Trump supporting conservative that believes that if we have a problem in America, we should just let it go. I'm pretty sure this is the same guy that said America didn't steal the land, they conquered it, which means take by military force. Does that still make it right? You also said America is the best country, but I just want to ask you, what do we rank first in? And you also act like the USA is the most free country in the world when we're not. We're ranked 17th in freedoms, but we could try. And yes, some of us Democrats say Trump is not our president, just like y'all did with Barack Obama. Like, you're so hypocritical, I bet you're pro-life. Actually, never mind, you're probably just anti-pro-choice.",en
../data/audios\6852730793068956933,Oh my god you guys somebody stole a women for Trump sign and lit it on fire and put it in this yard And I do it again,en
../data/audios\6852795271609502981,"Hey y'all, so Trump made a tweet today about how the Democrats are planning on rejecting his proposal for a payroll tax cut. And I was honestly just so confused about how anyone would be opposed to a payroll tax cut. So I started reading things. President Trump wants to provide relief to hardworking Americans who have been impacted by the virus. Mr. Trump's basic argument, lower payroll taxes, reduce hiring costs and put the money in the workers' pocket is correct, economists say. And so here's why they're against it. It would only benefit individuals who are working. So Trump is trying to reward the hardworking Americans that have been working through the pandemic and the Democrats are against it because they think that the people without a job should get the same benefits as the people with a job? That doesn't make sense.",en
../data/audios\6852811991761964294,"All right guys, so I've been avoiding being a full-blown Trump supporter because I had some reservations about the man I didn't like the man fully. I didn't vote for him in 2016 But the more research that I've done on my own The more questions that I've asked for myself the more I realized that you know what like I am for sure To be honest with you a Trump supporter, so I'm gonna open this box with this knife that The Democrats would probably never take away from me And I'm gonna open this box right here see what we got in here. Oh, well, I guess it's official guys You know You can only do one thing in life, and that's the best you can do So I'm gonna do the best I can",en
../data/audios\6852848692362251525,"So my neighbors put out a Trump flag and I was pretty upset about it, but then they took it down and I started celebrating. My neighbors took their Trump flag down. My neighbors took their Trump flag down. But alas. Update. I think they just took it down to clean it. It's back. So I figured it was time to do something about it. Bought this pride flag, put it up, but then... Oh my god, he's standing in his doorway just like staring at my house. And I'm like peaking out the blinds like and he saw me and like was literally staring at me. I looked like he was like on the phone. Like what are you guys? This is war. This is war.",en
../data/audios\6852853558103051526,Thank you very much. Thank you.,en
../data/audios\6852913472548736261,"¿A dónde estamos? Bienvenido a SPLM25 Ah, ¿sí se llama la carretera? ¿Dónde está el SPLM24?",es
../data/audios\6852994438906547461,Our culture bred into stupidity through one of the lowest educational systems in the civilized world. And so this fascism makes sense for America because it offers simple solutions to complex problems. So that people who are too goddamn privileged to even think about it don't have to look at it. We could do so much better as a country. We have the fucking complexity and nuance in our cultural system to do so much better and people are choosing not to. And that's the worst crime I can think of. Like fuck y'all do better. Do better. Challenge yourselves. We're the laughing stock of the whole world right now. Put on your fucking mask. Stop acting like little children. Learn. Read. Have complex conversations with people who aren't like you. Do better America. Do better. Fuck.,en
../data/audios\6853011144467156229,"Okay Best start a riot So it best start a riot So it best start a riot Best start yes, he got a bit",en
../data/audios\6853440220583447813,"say, for the sake of argument, that all of the water levels around the world rise by, let's say, 5 feet over the next 100 years, say 10 feet you think that people aren't going to just sell their homes and move? just one small problem! SELL THEIR HOUSES TO WHO, BEN?! FUCKING AQUAMAN!",en
../data/audios\6853507052694818053,"Alright ladies and gentlemen, today we're gonna learn about the miracles of space, so we're gonna- There are only two genders! In... in space? Trump 2020, there are only two genders! I mean... we don't really know what's in... space... So I don't know if that's... fair to- Only two genders! Did you come here to learn? Only two! Well I guess we could talk about gender for a little bit then? Friend, I think you may be confusing biological sex with gender identity. And even then, there's actually more than just female and male because- Whoop whoop whoop, move my hair! There's actually intersex and then there's a whole spectrum in between! This means that these three different things are on a spectrum. Biological sex, what's in your biology, gender identity, what's in your brain, and gender expression, what you present outwards, are all three on a spectrum and all different!",en
../data/audios\6853783419952975110,"Many of these people have no idea why they're doing this, but some know exactly what they are doing they think the American people are weak and soft and submissive But no the American people are strong and proud and they will not allow history and culture To be taken from them",en
../data/audios\6853859448683777285,"What is the Holocaust? The what? The Holocaust. I don't know. What is the Holocaust? The who? The Holocaust. This is from California and stuff. What group of people did the Nazis target? Oh, why is it about Nazis? Kids. What is Auschwitz? Auschwitz, the country. I don't know, is it the little red mitts in a container? Something to do with the war back in the days in the hologram.",en
../data/audios\6853902422520204550,"Girls, keep scrolling, this one's only for the boys. All right, now that I got all the boys here, I'm really gonna need your help on this one. I made a bet with my cousins that by the end of the summer, who has the least amount of followers, has to shave their head. I know my boys are coming through for me, so thank you, boys.",en
../data/audios\6853976066604764422,Republican political ads from Tennessee that read like a skit from SNL part 2. Sick of the mobs yet? Of the looting? The burning? Rioting? Of liberals saying you're a racist and that watching American cities get ripped apart is a chance for you to examine your privilege? Are you sick of cowardly Republicans so afraid of being called racist by the mob that they won't defend America? Me too. That's why I'm running.,en
../data/audios\6854008142146112774,"Biden is a puppet of Bernie Sanders, AOC, the militant left, the people that want to rip down statues and monuments to George Washington, Thomas Jefferson, Benjamin Franklin. They want to rip down statues to Jesus. Nobody will be safe in a Biden America. But Biden doesn't know what a Biden America is. If you ask him to define it, he wouldn't even know what it is. But other people do. Biden wants to defund the police. He wants to call the cops the enemy, which he did the other day, leaving every citizen at the mercy of a socialist mob.",en
../data/audios\6854020935847136518,"House Democrats passed the largest VA funding bill in history on Friday, providing unprecedented funding and giving the administration most of what it requested for the VA budget. Even so, Trump is likely to veto the bill because it includes provisions preventing Trump from reallocating money from the VA to his military construction of the Wall Project, and also includes provisions that rename the bases named for Confederate generals.",en
../data/audios\6854203034218630405,"Why do you support Trump? He's a rapist and a racist. I don't know why everybody says he's a racist and a rapist. Show me the facts. Do you have facts? Well, yeah, um, well, you know, he doesn't like black or brown people. So why don't you explain this to me? If he doesn't like those type of people, why is it that the African American and Hispanic American unemployment is at the lowest rate ever recorded? Well, yeah, you know, and, um, yeah, well, uh, you know, and, and, you know. So make an argument why Biden should be president. Why should I choose Biden? Well, because he's not Trump. So that's your argument because he's not Trump. Biden has been in office for 30 plus years and hasn't done one good thing. Please name one good thing he's done. Yeah, well, you know, um, yeah, you know, you know, yeah, you know, um. Exactly. Trump 2020.",en
../data/audios\6854225189635411205,"Therefore, today I'm signing an executive order to protect and uphold the free speech and rights of the American people. Currently, social media giants like Twitter receive an unprecedented liability shield based on the theory that they're a neutral platform, which they're not. Not an editor with a viewpoint. My executive order calls for new regulations under Section 230 of the Communications Decency Act to make it that social media companies that engage in censoring or any political conduct will not be able to keep their liability shield. That's a big deal. They have a shield. They can do what they want. They have a shield. They're not going to have that shield. My executive order further instructs the Federal Trade Commission, FTC, to prohibit social media companies from engaging in any deceptive acts or practices affecting commerce. This authority resides in Section 5 of the Federal Trade Commission.",en
../data/audios\6854256735436246277,"because that's a hard and fast number. So the case number is almost irrelevant. And that's because there's a lot of inaccuracies with the testing. And also, even if the test is accurate, most people are asymptomatic or mildly symptomatic. So it's not that important to know. So the case number, which you see rising all the time in the news, is basically irrelevant. And if you had told us a few months ago that that was the number that the media was gonna go crazy over, we all would have just laughed at that. I mean, that's essentially herd immunity. There's lots of people out there who have tested positive without symptoms or with very mild symptoms. So the only number that's worth paying attention to is mortality. When you look at the mortality, this is a disease that unfortunately kills our most frail members of society. People with multiple comorbid conditions, specifically diabetes, obesity, is a big one. We don't talk about that. But it is, it's a fact. Coronary artery disease, severe coronary artery disease, people like that. And also, if you're older, it's a risk factor. But the biggest risk factor is if you have comorbid conditions. If you're young and healthy,",en
../data/audios\6854361018244664582,That's clown shit.,en
../data/audios\6854386471474908422,"They're too busy defending criminals who steal weapons from cops. BLM hates black people. They hate black people who think for themselves. BLM is a police brutality. And people wonder why I won't support that movement. Because they're not going for all black lives. Obviously, because that poor Trump supporter that was black got shot and killed. But the Black Lives Movement doesn't want to talk about it. That's funny. I agree with this man. 100%.",en
../data/audios\6854514507339861254,"Texas is opening up and I'm not sure that we even have a choice. I think we have to do it. Abbott's stay at home order expired on Friday, hours after Texas reported its largest single-day total of COVID-19 deaths. I want to commend the governor for your decisive action reopening this economy. Are you willing to take a chance on your survival for your children and grandchildren? I'm all in. Texas is in crisis mode. You flatten the curve here in Texas. Demand is overwhelming COVID testing sites an hour's long wait. A major federal testing site in Texas set to close tomorrow. Even though coronavirus cases there are still surging. In the hard hit Rio Grande Valley, the largest hospital system says they are near capacity. Since May, the state's case count has exploded. Now they have set up a panel to decide who gets treatment and who gets to just go home and die with their family. Governor Abbott, when you look at the job he's done in Texas, I rely on his judgment. you",en
../data/audios\6854519177936489733,"I hate you Patrick. I hate you more. I hate you no matter what. Yeah, well I'd hate you even if I didn't hate you. Patrick, can you shut the fuck up?",en
../data/audios\6854557424343469317,"There's a guy named Bill Wright, Mouse, the only white guy, and he did all the pulls. He was the mechanic. And I said, what am I going to do? He said, come down here in the basement where mechanics, where all the pull filter is. You know the chain, there used to be a chain that went across the deep end. And he cut off a six foot length of chain, he folded up, he said, you walk out with that chain. And you walk to the car and say, you may cut me, man, but I'm going to wrap this chain around your head. And I said, you kidding me? He said, no, if you don't, don't come back. And he was right. So I walked out with the chain. And I walked up to my car. And they had, most days, you used to remember the straight race, you'd bang them on the curb, get them rusty, put them in the rain barrel, get them rusty. And I looked at them. But I was smart then. I said, first of all, I said, when I tell you to get off the board, you get off the board, I'll kick you out again. But I shouldn't have called you. Mr. Williams, I apologize for that.",en
../data/audios\6854639117204983045,"Something that I do not understand is why this is not being talked about. Now I have made it more than clear on my distaste for Donald Trump on this app, but I will give credit where credit is due. Trump signs four executive orders aimed at lowering prescription drug costs. The first of which is a mandate for discounts on insulin bought by hospitals that are passing it down to their patients. This is groundbreaking in healthcare. This is moving in the right direction. This is revolutionary, guys. This is something that needs to be put on every single media outlet. I don't care if we don't like Trump or not. This is a win for all Americans.",en
../data/audios\6854647118745931013,"A sixth grade teacher asked your class the other day how many of them were Trump fans. And most of them not knowing what a Trump fan was and of course wanting to be liked by their teacher, they all raised their hands. Well, all except for little Johnny. The teacher looks over at little Johnny and says, Johnny, why are you being different again? And he says, well, because I'm not a Trump fan. And she says, well, why are you not a Trump fan? And he says, because I'm a Democrat. She says, really, why are you a Democrat? He says, well, my mom's a Democrat and my dad's a Democrat. So I'm a Democrat. She says, oh, really? Well, what if your mom was a moron and your dad was an idiot? What would that make you? Johnny smiles and says, a Trump fan.",en
../data/audios\6854715107394555141,"Republican political ads from the South that read like a skip from SNL, Part 7. I'm Marjorie Green and I approve this ad. America is the greatest country in the world. We need conservatives in Washington that will keep it that way. I'm running to stop gun control. Democrats fight for their socialist agenda every single day. I'll fight even harder to stop them. I'm Marjorie Green, Republican for Congress. Save America, Stop Socialism.",en
../data/audios\6854973598017359110,"A sixth grade teacher asked her class the other day how many of them were Trump fans. And most of them not knowing what a Trump fan was and of course wanting to be liked by their teacher, they all raised their hands. Well, all except for little Johnny. The teacher looks over at little Johnny and says, Johnny, why are you being different again? And he says, well, because I'm not a Trump fan. And she says, well, why are you not a Trump fan? And he says, because I'm a Democrat. She says, really, why are you a Democrat? He says, well, my mom's a Democrat and my dad's a Democrat, so I'm a Democrat. She says, oh, really? Well, what if your mom was a moron and your dad was an idiot? What would that make you? Johnny smiles and says, a Trump fan.",en
